Date,Open_MMM,High_MMM,Low_MMM,Close_MMM,Volume_MMM,AdjClose_MMM
2013-07-26,116.169998,116.93,115.339996,116.910004,2332200,108.549489
2013-07-29,116.410004,116.809998,116.059998,116.610001,1460400,108.270939
2013-07-30,116.900002,117.120003,116.330002,116.839996,2285200,108.484488
2013-07-31,117.129997,118.599998,117.010002,117.43,2694000,109.032299
2013-08-01,118.379997,119.260002,118.269997,118.410004,2997000,109.94222
2013-08-02,117.980003,118.349998,117.470001,118.260002,1899300,109.802945
2013-08-05,118.169998,118.25,117.809998,117.919998,1351800,109.487256
2013-08-06,117.82,117.949997,117.139999,117.5,1841100,109.097293
2013-08-07,117.300003,117.949997,117.040001,117.830002,1934000,109.403695
2013-08-08,118.269997,119.0,117.639999,118.68,2380600,110.192909
2013-08-09,118.730003,119.199997,117.699997,118.309998,2460100,109.849366
2013-08-12,118.0,118.760002,117.720001,118.379997,1647400,109.914359
2013-08-13,118.519997,119.18,117.190002,118.669998,2023300,110.183622
2013-08-14,118.900002,118.910004,117.57,117.620003,2021400,109.208714
2013-08-15,116.919998,116.919998,115.639999,115.849998,1994900,107.565287
2013-08-16,115.68,116.209999,115.639999,115.900002,2332800,107.611714
2013-08-19,115.830002,115.959999,115.470001,115.610001,1829300,107.342452
2013-08-20,115.519997,115.889999,115.190002,115.419998,2153600,107.166037
2013-08-21,114.790001,114.839996,113.339996,113.419998,2293700,105.891642
2013-08-22,113.610001,114.889999,113.339996,114.669998,2002000,107.058673
2013-08-23,114.760002,115.0,113.589996,114.400002,1953300,106.806597
2013-08-26,114.379997,115.169998,114.040001,114.330002,1815700,106.741244
2013-08-27,113.410004,113.82,112.669998,112.730003,1907500,105.247447
2013-08-28,112.510002,113.419998,112.360001,113.0,1545800,105.499522
2013-08-29,112.870003,113.830002,112.580002,113.32,1457200,105.798281
2013-08-30,113.610001,113.739998,112.849998,113.580002,2205600,106.041026
2013-09-03,114.57,114.919998,112.849998,113.220001,2168100,105.70492
2013-09-04,113.080002,114.860001,113.080002,114.550003,2312200,106.946642
2013-09-05,114.349998,115.120003,114.029999,114.870003,1947900,107.245402
2013-09-06,115.089996,115.82,113.889999,115.040001,1965600,107.404116
2013-09-09,115.629997,117.139999,115.510002,116.739998,1976800,108.991274
2013-09-10,117.309998,117.870003,117.07,117.589996,2572800,109.784853
2013-09-11,117.629997,118.709999,117.589996,118.709999,1889000,110.830515
2013-09-12,118.800003,118.910004,118.0,118.199997,2399700,110.354364
2013-09-13,118.489998,118.849998,118.32,118.599998,1973300,110.727816
2013-09-16,119.790001,120.0,119.059998,119.230003,2756300,111.316003
2013-09-17,119.07,120.190002,118.650002,119.93,2436000,111.969537
2013-09-18,120.25,121.510002,119.870003,121.290001,3307700,113.239267
2013-09-19,121.150002,122.269997,121.150002,121.57,2912400,113.50068
2013-09-20,121.5,121.93,120.010002,120.010002,6999000,112.044229
2013-09-23,120.43,121.470001,120.370003,121.110001,3468500,113.071214
2013-09-24,121.239998,121.870003,120.690002,120.800003,3585100,112.781793
2013-09-25,120.889999,121.209999,120.169998,120.199997,2173400,112.221613
2013-09-26,120.599998,121.0,119.919998,120.660004,2240900,112.651086
2013-09-27,119.970001,120.300003,119.260002,120.220001,2028100,112.240289
2013-09-30,119.389999,119.959999,118.669998,119.410004,2104700,111.484056
2013-10-01,119.690002,119.82,118.800003,119.620003,1854800,111.680116
2013-10-02,119.129997,119.589996,118.440002,119.199997,2056500,111.287989
2013-10-03,118.709999,119.110001,117.889999,118.550003,2525800,110.681139
2013-10-04,118.370003,119.709999,118.129997,119.400002,1983700,111.474718
2013-10-07,118.559998,119.269997,118.279999,118.690002,1931200,110.811845
2013-10-08,118.720001,119.220001,117.099998,117.160004,2869000,109.383402
2013-10-09,117.269997,117.959999,116.650002,117.57,2499200,109.766184
2013-10-10,118.599998,119.339996,118.32,119.339996,2688800,111.418695
2013-10-11,119.160004,120.769997,118.389999,120.720001,2492700,112.707101
2013-10-14,120.260002,121.699997,120.0,121.400002,1866800,113.341966
2013-10-15,121.279999,121.379997,119.790001,119.82,2720500,111.866838
2013-10-16,120.860001,120.940002,120.139999,120.940002,2646400,112.9125
2013-10-17,120.739998,122.870003,120.709999,122.620003,2791700,114.480988
2013-10-18,122.870003,123.449997,122.400002,122.839996,2590500,114.68638
2013-10-21,122.790001,123.309998,122.68,123.25,1762200,115.069169
2013-10-22,123.360001,124.32,123.279999,123.800003,2053500,115.582665
2013-10-23,123.43,123.730003,122.5,123.199997,2337500,115.022485
2013-10-24,122.959999,124.959999,122.699997,123.489998,3851100,115.293237
2013-10-25,123.050003,124.459999,122.870003,124.419998,2054300,116.161507
2013-10-28,124.129997,125.32,123.800003,124.919998,2358400,116.628319
2013-10-29,125.080002,125.480003,124.620003,125.279999,1986700,116.964425
2013-10-30,125.57,125.980003,124.760002,124.790001,2107700,116.506951
2013-10-31,124.970001,126.379997,124.949997,125.849998,2327200,117.49659
2013-11-01,126.760002,126.93,125.120003,125.900002,1676600,117.543274
2013-11-04,125.980003,126.489998,125.559998,126.32,1741500,117.935395
2013-11-05,125.75,126.459999,124.860001,126.120003,1757900,117.748673
2013-11-06,126.459999,127.32,126.230003,127.129997,1910300,118.691628
2013-11-07,127.150002,127.879997,126.230003,126.410004,3188900,118.019424
2013-11-08,126.029999,128.020004,126.029999,127.989998,2234300,119.494545
2013-11-11,127.540001,128.169998,127.25,127.949997,1751500,119.457199
2013-11-12,128.149994,128.589996,127.550003,128.360001,2428600,119.839989
2013-11-13,127.860001,128.660004,127.43,128.589996,2426300,120.054718
2013-11-14,128.970001,130.119995,128.800003,129.789993,2569800,121.175064
2013-11-15,129.149994,130.0,128.979996,129.850006,2360400,121.231094
2013-11-18,129.910004,130.5,129.779999,130.130005,2148200,121.492507
2013-11-19,130.020004,130.779999,129.919998,130.050003,2532500,121.417816
2013-11-20,129.5,130.300003,128.550003,129.179993,2691800,121.197331
2013-11-21,129.690002,130.410004,129.589996,130.350006,1576100,122.295044
2013-11-22,130.360001,132.550003,129.820007,131.020004,1644800,122.923639
2013-11-25,131.800003,131.869995,130.940002,131.229996,2496300,123.120654
2013-11-26,131.449997,132.639999,131.330002,132.149994,4229600,123.983801
2013-11-27,132.630005,133.649994,131.940002,133.5,2433500,125.250384
2013-11-29,133.509995,134.160004,133.339996,133.509995,2029000,125.259761
2013-12-02,131.669998,132.0,127.389999,127.68,6897900,119.79003
2013-12-03,126.059998,127.389999,125.150002,126.599998,7864500,118.776767
2013-12-04,125.949997,127.589996,125.489998,126.459999,3450700,118.645419
2013-12-05,126.400002,127.650002,126.220001,126.830002,2842700,118.992557
2013-12-06,128.190002,128.800003,127.849998,128.610001,2886100,120.662561
2013-12-09,128.800003,129.179993,128.389999,128.570007,2064400,120.62504
2013-12-10,128.070007,128.529999,127.529999,127.550003,2353100,119.668066
2013-12-11,128.740005,129.660004,126.709999,126.769997,3897500,118.93626
2013-12-12,126.629997,127.389999,125.980003,126.580002,2486700,118.758006
2013-12-13,126.650002,127.349998,125.980003,126.43,1743400,118.617274
2013-12-16,126.769997,128.770004,126.470001,127.660004,2805300,119.771269
2013-12-17,130.419998,131.619995,129.979996,131.389999,6206800,123.270771
2013-12-18,131.479996,135.809998,131.479996,135.800003,5580000,127.408259
2013-12-19,135.059998,136.520004,134.729996,136.410004,4080900,127.980564
2013-12-20,136.779999,138.089996,136.600006,136.720001,5856800,128.271406
2013-12-23,137.100006,137.429993,136.320007,136.800003,3439600,128.346464
2013-12-24,137.229996,137.339996,136.350006,136.990005,1311700,128.524725
2013-12-26,137.300003,138.679993,137.029999,138.289993,2158200,129.74438
2013-12-27,138.779999,139.399994,138.550003,139.350006,1894900,130.73889
2013-12-30,139.080002,139.649994,138.789993,139.419998,1714300,130.804557
2013-12-31,140.0,140.429993,139.479996,140.25,1846500,131.583268
2014-01-02,138.050003,139.0,137.610001,138.130005,3052100,129.594278
2014-01-03,138.369995,138.880005,138.029999,138.449997,2133300,129.894496
2014-01-06,138.75,139.289993,137.479996,137.630005,2712100,129.125176
2014-01-07,137.449997,138.199997,137.130005,137.649994,2525500,129.143929
2014-01-08,137.479996,137.75,136.339996,136.630005,3122700,128.186971
2014-01-09,137.020004,137.429993,136.199997,136.449997,2539900,128.018086
2014-01-10,136.949997,137.190002,135.679993,136.179993,3254300,127.764767
2014-01-13,135.809998,137.059998,134.570007,134.679993,2633400,126.357459
2014-01-14,135.110001,137.410004,134.740005,137.410004,2479700,128.918769
2014-01-15,137.770004,138.820007,137.559998,138.440002,3025900,129.88512
2014-01-16,137.740005,138.5,137.630005,138.160004,1792700,129.622423
2014-01-17,137.979996,138.75,136.979996,137.309998,2327900,128.824943
2014-01-21,138.449997,138.949997,136.300003,136.990005,2705700,128.524725
2014-01-22,137.350006,137.490005,136.330002,136.479996,2118800,128.046231
2014-01-23,135.639999,135.660004,133.949997,134.710007,2720300,126.385618
2014-01-24,133.729996,133.729996,130.220001,130.220001,3776100,122.173072
2014-01-27,130.020004,130.589996,128.660004,128.960007,3312800,120.990939
2014-01-28,129.429993,130.009995,129.100006,129.809998,2734200,121.788405
2014-01-29,130.100006,131.270004,129.0,130.25,3584000,122.201217
2014-01-30,129.960007,129.960007,126.529999,128.050003,4102600,120.137169
2014-01-31,126.599998,129.199997,126.419998,128.190002,3715400,120.268517
2014-02-03,128.220001,128.589996,123.610001,123.900002,4245100,116.243616
2014-02-04,126.089996,127.639999,124.120003,126.720001,7412500,118.889354
2014-02-05,128.009995,128.759995,125.919998,127.360001,4960000,119.489805
2014-02-06,127.599998,129.199997,127.099998,128.899994,3828400,120.934635
2014-02-07,129.570007,130.389999,128.809998,130.330002,3263200,122.276275
2014-02-10,129.649994,130.410004,129.020004,129.699997,3317400,121.685202
2014-02-11,129.699997,131.490005,129.649994,130.979996,2604000,122.886103
2014-02-12,130.339996,131.0,130.009995,130.440002,2100600,123.183583
2014-02-13,129.289993,130.380005,128.660004,130.139999,2850600,122.900269
2014-02-14,129.770004,132.190002,129.5,132.119995,3030000,124.770117
2014-02-18,132.309998,132.75,131.639999,131.800003,2876500,124.467926
2014-02-19,131.330002,132.710007,130.460007,130.559998,2719400,123.296902
2014-02-20,130.649994,132.029999,130.050003,131.559998,2155800,124.241272
2014-02-21,131.559998,132.330002,131.300003,131.570007,2574300,124.250725
2014-02-24,131.889999,133.460007,131.440002,132.199997,2454300,124.845668
2014-02-25,132.270004,133.429993,131.860001,132.929993,2863100,125.535054
2014-02-26,133.130005,133.460007,132.279999,132.860001,2771100,125.468955
2014-02-27,132.630005,134.580002,132.0,134.339996,3124000,126.866619
2014-02-28,134.190002,135.199997,133.919998,134.729996,3179400,127.234922
2014-03-03,133.070007,133.809998,131.669998,132.210007,2814400,124.855121
2014-03-04,131.919998,133.080002,131.580002,132.679993,6975500,125.298961
2014-03-05,132.660004,134.029999,132.190002,133.850006,3551400,126.403887
2014-03-06,134.369995,134.740005,134.020004,134.080002,2236800,126.621088
2014-03-07,134.880005,135.0,133.710007,134.110001,2381400,126.649418
2014-03-10,133.979996,134.080002,133.100006,133.559998,1966100,126.130011
2014-03-11,133.729996,133.839996,132.229996,132.509995,1928900,125.13842
2014-03-12,132.070007,132.759995,131.589996,132.570007,2637000,125.195095
2014-03-13,133.190002,133.669998,130.639999,130.809998,2520700,123.532995
2014-03-14,130.080002,131.110001,129.699997,129.830002,2975100,122.607516
2014-03-17,130.660004,132.690002,130.660004,132.270004,2529400,124.911781
2014-03-18,132.490005,133.229996,132.25,132.740005,2032800,125.355636
2014-03-19,132.75,132.850006,130.580002,131.229996,2141000,123.929628
2014-03-20,131.149994,132.850006,130.860001,132.429993,2577500,125.062869
2014-03-21,133.580002,134.240005,132.899994,133.119995,5920400,125.714486
2014-03-24,133.320007,133.699997,131.880005,132.419998,2793600,125.05343
2014-03-25,133.660004,134.529999,132.899994,134.059998,2897600,126.602196
2014-03-26,134.660004,134.889999,133.089996,133.089996,2318900,125.686156
2014-03-27,132.820007,133.490005,132.179993,132.839996,2402500,125.450064
2014-03-28,133.580002,134.970001,133.179993,134.199997,1906500,126.734407
2014-03-31,134.610001,135.869995,134.580002,135.660004,2711800,128.113193
2014-04-01,135.880005,136.649994,135.669998,136.529999,2370800,128.93479
2014-04-02,135.990005,136.25,135.330002,136.0,3281400,128.434276
2014-04-03,136.220001,137.190002,135.699997,136.139999,2676200,128.566487
2014-04-04,136.899994,137.770004,135.770004,135.860001,2735300,128.302064
2014-04-07,135.809998,136.25,134.389999,134.399994,2807500,126.923278
2014-04-08,134.440002,135.149994,133.429993,134.839996,2893600,127.338803
2014-04-09,135.0,135.869995,134.5,135.839996,2671900,128.283173
2014-04-10,135.729996,136.429993,133.899994,133.970001,2857200,126.517206
2014-04-11,133.369995,133.839996,132.389999,132.389999,2368200,125.025101
2014-04-14,133.449997,133.520004,132.020004,133.149994,2058100,125.742816
2014-04-15,133.270004,134.350006,132.020004,134.089996,2119000,126.630526
2014-04-16,135.169998,136.779999,134.809998,136.770004,2135200,129.161444
2014-04-17,137.300003,138.25,137.25,137.729996,2645600,130.068031
2014-04-21,137.25,138.710007,137.179993,138.619995,1781100,130.90852
2014-04-22,138.5,139.520004,138.130005,138.889999,2252500,131.163503
2014-04-23,138.809998,138.889999,137.889999,137.990005,2847500,130.313576
2014-04-24,136.380005,136.990005,135.0,136.649994,2847800,129.04811
2014-04-25,136.5,136.960007,135.690002,136.559998,2093100,128.96312
2014-04-28,137.429993,138.350006,135.970001,137.229996,2244300,129.595846
2014-04-29,137.869995,137.899994,136.559998,137.550003,1820900,129.898052
2014-04-30,137.630005,139.199997,137.330002,139.089996,2904000,131.352374
2014-05-01,139.5,141.490005,139.119995,140.809998,3997400,132.976691
2014-05-02,141.630005,141.830002,139.869995,140.119995,5758500,132.325074
2014-05-05,139.139999,141.050003,138.649994,140.610001,2710900,132.78782
2014-05-06,140.279999,140.429993,139.169998,139.289993,2299700,131.541246
2014-05-07,139.979996,141.25,139.179993,141.139999,2238500,133.288335
2014-05-08,140.880005,142.119995,140.509995,140.830002,1939400,132.995583
2014-05-09,140.559998,141.369995,140.25,141.339996,2093000,133.477206
2014-05-12,141.779999,142.940002,141.710007,142.820007,2972100,134.874884
2014-05-13,143.0,143.369995,142.320007,142.429993,1695400,134.506566
2014-05-14,142.479996,142.770004,141.410004,141.600006,2113400,133.722752
2014-05-15,141.559998,141.740005,140.020004,140.979996,2388400,133.137233
2014-05-16,140.929993,141.199997,139.910004,141.130005,1901700,133.278897
2014-05-19,140.070007,142.0,139.979996,141.669998,1529200,133.78885
2014-05-20,141.600006,141.899994,139.889999,140.229996,1845100,132.428955
2014-05-21,139.770004,140.789993,139.770004,140.660004,1641000,133.649924
2014-05-22,140.710007,140.960007,140.259995,140.309998,1550100,133.317361
2014-05-23,140.229996,141.179993,140.050003,141.139999,1209400,134.105998
2014-05-27,141.5,141.600006,141.130005,141.440002,1512300,134.39105
2014-05-28,141.809998,141.899994,141.059998,141.429993,1566100,134.381539
2014-05-29,141.5,142.429993,141.190002,142.389999,1624100,135.293701
2014-05-30,142.110001,142.669998,141.779999,142.550003,3908500,135.445731
2014-06-02,142.270004,142.910004,141.690002,142.320007,1682300,135.227198
2014-06-03,142.080002,143.130005,141.610001,142.889999,2061700,135.768783
2014-06-04,142.910004,143.0,142.259995,142.259995,1335700,135.170176
2014-06-05,142.759995,143.740005,141.899994,143.710007,1542300,136.547924
2014-06-06,143.990005,144.639999,143.529999,144.639999,1768700,137.431568
2014-06-09,144.639999,145.529999,144.610001,145.320007,1800900,138.077686
2014-06-10,144.970001,145.210007,144.460007,144.970001,1700000,137.745124
2014-06-11,144.660004,144.970001,144.190002,144.410004,1489900,137.213035
2014-06-12,144.949997,144.949997,142.779999,143.070007,1839400,135.93982
2014-06-13,143.190002,143.75,142.830002,143.360001,1376200,136.215361
2014-06-16,142.929993,143.529999,142.600006,143.320007,1274300,136.177361
2014-06-17,143.009995,143.990005,142.639999,143.690002,1209400,136.528916
2014-06-18,143.929993,144.389999,142.770004,144.330002,1340700,137.13702
2014-06-19,144.529999,144.720001,143.990005,144.490005,1560500,137.289049
2014-06-20,144.539993,145.300003,144.199997,145.160004,4204600,137.925657
2014-06-23,145.100006,145.300003,144.009995,144.089996,1390200,136.908976
2014-06-24,143.710007,144.619995,143.050003,143.089996,1404500,135.958813
2014-06-25,143.0,144.380005,142.880005,143.649994,1321800,136.490902
2014-06-26,143.75,143.990005,142.559998,143.729996,1490900,136.566916
2014-06-27,143.169998,144.070007,143.059998,143.690002,1981800,136.528916
2014-06-30,143.919998,143.929993,143.059998,143.240005,1878400,136.101346
2014-07-01,143.410004,144.820007,143.380005,144.559998,1767600,137.355553
2014-07-02,144.229996,145.300003,143.559998,145.229996,1621300,137.992161
2014-07-03,145.25,145.729996,145.0,145.410004,1142200,138.163198
2014-07-07,145.479996,145.580002,144.5,144.910004,1257900,137.688116
2014-07-08,145.220001,145.399994,144.479996,144.559998,1596700,137.355553
2014-07-09,144.779999,145.039993,144.029999,144.679993,1521800,137.469568
2014-07-10,143.5,144.199997,143.240005,143.889999,2070100,136.718946
2014-07-11,144.139999,144.490005,143.539993,144.309998,1907900,137.118013
2014-07-14,144.990005,145.710007,144.75,145.0,2114600,137.773627
2014-07-15,145.0,145.479996,144.360001,145.059998,1955700,137.830635
2014-07-16,145.279999,146.25,145.029999,146.169998,1969200,138.885316
2014-07-17,145.330002,145.669998,143.449997,143.539993,2776500,136.386383
2014-07-18,143.830002,145.059998,143.539993,144.830002,2133000,137.612101
2014-07-21,144.660004,144.869995,143.649994,144.300003,1520900,137.108516
2014-07-22,144.889999,145.669998,144.889999,145.119995,1608200,137.887642
2014-07-23,145.339996,145.449997,144.529999,144.679993,1849400,137.469568
2014-07-24,145.509995,146.429993,144.470001,145.130005,2580000,137.897153
2014-07-25,145.660004,145.940002,144.589996,145.119995,1601800,137.887642
2014-07-28,144.919998,145.630005,143.779999,145.529999,2002200,138.277213
2014-07-29,145.220001,146.270004,143.990005,144.020004,2286600,136.842472
2014-07-30,144.259995,144.779999,143.520004,143.740005,2458400,136.576427
2014-07-31,143.330002,143.550003,140.600006,140.889999,3571100,133.868457
2014-08-01,140.149994,141.039993,139.080002,140.110001,2505800,133.127331
2014-08-04,140.149994,140.979996,139.210007,140.75,2494500,133.735435
2014-08-05,140.619995,141.119995,139.339996,139.779999,2168500,132.813776
2014-08-06,139.139999,139.940002,138.429993,139.550003,2679000,132.595242
2014-08-07,140.050003,140.369995,138.960007,139.130005,1892500,132.196175
2014-08-08,139.300003,140.889999,138.889999,140.850006,2702600,133.830457
2014-08-11,140.929993,141.5,140.539993,140.580002,1919100,133.573909
2014-08-12,140.619995,141.210007,140.429993,140.880005,2176100,133.858961
2014-08-13,141.350006,141.830002,140.919998,141.800003,3104300,134.733109
2014-08-14,142.0,142.389999,141.850006,142.339996,1586900,135.24619
2014-08-15,142.809998,142.979996,141.020004,141.919998,1960900,134.847124
2014-08-18,142.75,144.190002,142.589996,144.119995,1852900,136.937479
2014-08-19,144.470001,145.009995,143.809998,144.25,1592500,137.061005
2014-08-20,143.860001,144.820007,143.5,144.600006,2298800,138.212779
2014-08-21,144.779999,144.990005,144.350006,144.5,1475800,138.117191
2014-08-22,144.5,144.830002,144.020004,144.130005,1547500,137.763539
2014-08-25,144.660004,144.990005,144.419998,144.699997,1012900,138.308353
2014-08-26,145.0,145.389999,144.570007,144.600006,1808100,138.212779
2014-08-27,144.429993,144.860001,143.630005,143.940002,1402200,137.581929
2014-08-28,143.320007,144.119995,143.020004,143.979996,1314100,137.620156
2014-08-29,144.059998,144.389999,143.179993,144.0,1537800,137.639277
2014-09-02,143.300003,144.610001,143.300003,144.220001,1578800,137.84956
2014-09-03,144.470001,144.720001,143.550003,143.820007,1533600,137.467234
2014-09-04,144.210007,144.649994,143.350006,143.610001,1549800,137.266504
2014-09-05,143.639999,144.320007,143.149994,144.199997,1989100,137.830439
2014-09-08,144.410004,145.449997,144.110001,144.889999,2446100,138.489963
2014-09-09,144.699997,145.259995,144.25,144.460007,1745400,138.078964
2014-09-10,144.630005,144.990005,144.0,144.639999,1558800,138.251006
2014-09-11,143.990005,144.380005,143.600006,144.350006,1465400,137.973822
2014-09-12,144.449997,144.449997,143.5,143.940002,2135400,137.581929
2014-09-15,144.169998,144.690002,143.660004,144.479996,1868000,138.09807
2014-09-16,143.800003,144.990005,143.589996,144.850006,1945100,138.451736
2014-09-17,144.919998,145.789993,144.270004,145.369995,2757000,138.948757
2014-09-18,145.699997,147.059998,145.690002,146.839996,2364800,140.353825
2014-09-19,147.419998,147.869995,146.520004,146.690002,8106200,140.210457
2014-09-22,146.919998,147.0,145.5,145.710007,2231000,139.273749
2014-09-23,145.229996,145.600006,144.350006,144.369995,2049700,137.992928
2014-09-24,144.169998,145.119995,143.720001,144.880005,2608200,138.48041
2014-09-25,144.410004,144.460007,142.070007,142.479996,2764200,136.186413
2014-09-26,142.520004,142.889999,140.979996,142.419998,3557700,136.129066
2014-09-29,140.940002,142.339996,140.660004,142.190002,2848300,135.90923
2014-09-30,142.5,142.899994,141.279999,141.679993,2675100,135.421748
2014-10-01,141.160004,141.669998,138.720001,139.179993,2925900,133.032177
2014-10-02,138.570007,139.320007,137.949997,138.669998,3221300,132.54471
2014-10-03,139.330002,140.449997,138.570007,140.169998,3514100,133.978452
2014-10-06,140.550003,141.279999,139.589996,140.339996,2464700,134.140941
2014-10-07,138.820007,140.179993,137.660004,137.679993,3144900,131.598435
2014-10-08,138.25,141.479996,137.720001,141.410004,4135500,135.163685
2014-10-09,141.149994,141.5,138.330002,138.639999,3768000,132.516036
2014-10-10,139.330002,139.600006,133.820007,133.830002,7366500,127.918504
2014-10-13,134.259995,135.350006,131.009995,132.899994,4583400,127.029576
2014-10-14,133.649994,135.940002,133.210007,134.179993,3644300,128.253036
2014-10-15,132.559998,134.639999,130.600006,134.220001,4794700,128.291277
2014-10-16,133.419998,135.970001,132.75,135.050003,3497200,129.084616
2014-10-17,135.75,137.850006,135.75,137.399994,3746400,131.330804
2014-10-20,137.149994,137.75,136.759995,137.600006,2782500,131.521981
2014-10-21,138.399994,141.100006,138.339996,140.929993,3078400,134.704877
2014-10-22,140.899994,141.089996,138.699997,138.949997,4294300,132.812341
2014-10-23,141.919998,147.919998,141.919998,145.050003,7424400,138.642899
2014-10-24,145.0,148.789993,144.809998,148.589996,4480900,142.026525
2014-10-27,148.089996,149.710007,147.339996,149.559998,2840000,142.95368
2014-10-28,149.830002,151.130005,149.559998,151.059998,2358800,144.387422
2014-10-29,151.389999,151.729996,150.199997,151.009995,2060600,144.339628
2014-10-30,150.490005,152.399994,150.0,152.100006,1836500,145.381492
2014-10-31,153.830002,154.440002,153.089996,153.770004,3016300,146.977723
2014-11-03,153.139999,154.389999,152.979996,153.300003,2367500,146.528483
2014-11-04,153.919998,155.229996,153.240005,155.050003,3128600,148.201182
2014-11-05,155.679993,156.240005,154.139999,155.690002,2770400,148.812912
2014-11-06,155.690002,156.679993,155.210007,156.050003,2067200,149.157011
2014-11-07,156.149994,156.619995,155.479996,156.550003,1882800,149.634925
2014-11-10,156.25,157.710007,156.050003,157.660004,1463500,150.695895
2014-11-11,157.949997,158.0,156.649994,157.110001,1806600,150.170186
2014-11-12,156.649994,157.869995,156.5,157.679993,1500700,150.715001
2014-11-13,158.0,159.070007,157.479996,158.350006,2375000,151.355419
2014-11-14,158.529999,158.880005,157.710007,158.850006,1786300,151.833333
2014-11-17,158.089996,159.160004,158.089996,158.690002,1674300,151.680397
2014-11-18,158.880005,160.460007,158.850006,160.149994,2311400,153.075898
2014-11-19,159.330002,159.410004,157.970001,158.830002,2314300,152.629066
2014-11-20,158.190002,159.550003,157.839996,159.360001,1749000,153.138373
2014-11-21,160.309998,160.860001,159.589996,160.160004,2472000,153.907142
2014-11-24,160.160004,160.559998,159.410004,159.880005,2358000,153.638075
2014-11-25,159.0,159.679993,158.059998,158.059998,3644300,151.889123
2014-11-26,157.970001,158.449997,157.5,158.309998,1823200,152.129363
2014-11-28,159.580002,160.820007,158.800003,160.089996,1565500,153.839868
2014-12-01,158.350006,159.509995,157.860001,158.160004,2502100,151.985225
2014-12-02,158.779999,160.779999,158.539993,160.600006,2500400,154.329967
2014-12-03,161.100006,162.440002,160.169998,162.259995,3038800,155.925147
2014-12-04,162.0,162.919998,160.899994,162.259995,2164200,155.925147
2014-12-05,162.399994,162.899994,161.880005,162.270004,1722600,155.934766
2014-12-08,162.100006,162.800003,160.100006,160.929993,1898300,154.64707
2014-12-09,159.889999,161.100006,159.110001,160.830002,2043100,154.550983
2014-12-10,160.710007,160.809998,157.699997,158.240005,3243700,152.062104
2014-12-11,159.179993,160.220001,158.419998,159.149994,2437300,152.936565
2014-12-12,158.559998,158.990005,157.119995,157.119995,2820600,150.98582
2014-12-15,158.119995,158.440002,155.589996,156.850006,2609300,150.726372
2014-12-16,157.259995,161.440002,157.080002,159.050003,3380800,152.840478
2014-12-17,159.289993,160.889999,157.779999,160.600006,3942600,154.329967
2014-12-18,162.399994,165.300003,162.0,165.300003,3359800,158.846469
2014-12-19,164.779999,166.089996,164.360001,165.479996,4891300,159.019435
2014-12-22,166.220001,167.309998,166.139999,167.270004,2081600,160.739559
2014-12-23,168.020004,168.160004,166.869995,166.869995,2190200,160.355167
2014-12-24,166.169998,167.610001,166.169998,166.960007,981600,160.441664
2014-12-26,167.339996,167.809998,166.149994,166.259995,1607400,159.768981
2014-12-29,166.300003,167.119995,165.809998,166.710007,1215700,160.201425
2014-12-30,166.550003,166.740005,165.279999,165.839996,1180700,159.365381
