Date,Open_NKE,High_NKE,Low_NKE,Close_NKE,Volume_NKE,AdjClose_NKE
2015-07-28,112.07,113.910004,111.849998,113.470001,6948200,56.145457
2015-07-29,113.580002,115.339996,113.5,114.919998,6839800,56.862922
2015-07-30,114.949997,115.400002,113.940002,115.010002,5594000,56.907456
2015-07-31,115.5,115.940002,114.830002,115.220001,5078600,57.011365
2015-08-03,115.510002,116.0,113.589996,114.830002,4992000,56.818392
2015-08-04,114.949997,115.93,114.330002,115.769997,5229000,57.283505
2015-08-05,116.610001,117.720001,116.349998,116.75,6853000,57.768415
2015-08-06,117.0,117.5,114.370003,115.120003,6211400,56.961885
2015-08-07,114.720001,114.959999,113.099998,114.510002,5907800,56.660054
2015-08-10,115.389999,116.169998,114.849998,115.360001,4613200,57.080637
2015-08-11,114.139999,114.989998,113.629997,114.459999,5107400,56.635313
2015-08-12,113.540001,113.75,110.650002,113.059998,7127000,55.942586
2015-08-13,113.269997,114.529999,112.949997,113.599998,5907800,56.20978
2015-08-14,113.589996,114.57,113.110001,114.360001,4685200,56.585833
2015-08-17,114.120003,115.129997,113.089996,114.980003,3917400,56.892613
2015-08-18,115.120003,115.68,114.589996,114.82,3669400,56.813442
2015-08-19,114.0,116.050003,113.550003,114.959999,6216400,56.882715
2015-08-20,113.709999,114.449997,112.239998,112.300003,6536800,55.566537
2015-08-21,111.470001,111.660004,106.839996,106.870003,15912800,52.879749
2015-08-24,100.260002,107.379997,94.5,103.870003,19882600,51.395336
2015-08-25,107.279999,107.309998,103.480003,103.529999,13616200,51.2271
2015-08-26,106.5,109.010002,103.980003,108.760002,15156000,53.814929
2015-08-27,110.370003,112.690002,109.629997,112.620003,13617400,55.724874
2015-08-28,112.599998,113.0,111.639999,112.5,7526200,55.665496
2015-08-31,112.389999,112.489998,111.230003,111.75,7073600,55.294393
2015-09-01,108.980003,109.830002,108.029999,108.629997,9385200,53.750602
2015-09-02,110.150002,110.779999,109.199997,110.699997,8536400,54.774847
2015-09-03,111.230003,112.089996,110.410004,110.849998,6065000,54.988153
2015-09-04,109.220001,110.43,108.940002,109.690002,7126200,54.412726
2015-09-08,111.459999,111.870003,110.220001,111.75,5511400,55.434607
2015-09-09,112.709999,112.989998,109.610001,109.860001,6349800,54.497055
2015-09-10,109.660004,111.040001,108.940002,110.379997,7363000,54.755004
2015-09-11,110.230003,111.839996,109.989998,111.82,5589600,55.469331
2015-09-14,111.510002,112.059998,111.139999,111.889999,6833200,55.504055
2015-09-15,111.900002,114.080002,110.800003,113.839996,7699400,56.471368
2015-09-16,114.330002,115.910004,113.839996,115.580002,8104400,57.334514
2015-09-17,115.239998,116.790001,114.559998,115.269997,8062600,57.180733
2015-09-18,114.150002,115.629997,113.760002,115.050003,18615000,57.071603
2015-09-21,115.669998,117.089996,114.760002,116.559998,8746600,57.82065
2015-09-22,115.25,116.160004,114.379997,115.970001,7555400,57.527977
2015-09-23,115.970001,116.599998,115.199997,115.43,9055800,57.260104
2015-09-24,114.300003,115.150002,113.5,114.790001,14352600,56.942627
2015-09-25,123.129997,125.949997,122.699997,125.0,36968200,62.00739
2015-09-28,124.5,124.760002,120.849998,122.139999,16450800,60.588661
2015-09-29,122.0,122.089996,119.050003,119.669998,14414400,59.363394
2015-09-30,120.739998,123.120003,120.739998,122.970001,9437800,61.000391
2015-10-01,123.160004,123.940002,121.279999,123.830002,8994200,61.427002
2015-10-02,122.089996,125.209999,121.559998,125.209999,9114400,62.111562
2015-10-05,125.839996,126.489998,124.089996,124.269997,9646400,61.645265
2015-10-06,124.269997,124.800003,122.589996,123.190002,7665400,61.109524
2015-10-07,123.610001,124.449997,121.0,122.099998,10215400,60.568818
2015-10-08,122.919998,125.239998,122.669998,124.910004,7622600,61.962746
2015-10-09,124.559998,125.339996,124.089996,124.940002,6940600,61.977628
2015-10-12,125.199997,127.099998,125.019997,126.43,5449000,62.716755
2015-10-13,126.0,126.540001,125.589996,125.809998,6355400,62.409197
2015-10-14,125.989998,126.610001,125.389999,125.839996,6509000,62.424078
2015-10-15,127.220001,129.169998,126.959999,128.789993,10764800,63.887451
2015-10-16,129.5,130.589996,128.869995,130.470001,9318000,64.720834
2015-10-19,131.710007,133.520004,131.110001,133.210007,12587800,66.080039
2015-10-20,133.050003,133.360001,131.970001,132.369995,9104200,65.663343
2015-10-21,132.649994,133.220001,131.830002,132.470001,5504000,65.712952
2015-10-22,132.869995,133.449997,130.580002,132.410004,9294800,65.68319
2015-10-23,133.070007,133.199997,128.910004,130.529999,10517800,64.750596
2015-10-26,130.270004,132.229996,130.270004,131.380005,6882800,65.17225
2015-10-27,131.0,131.240005,129.660004,130.820007,6150000,64.894458
2015-10-28,131.720001,132.050003,129.929993,131.289993,7091400,65.127598
2015-10-29,130.679993,131.470001,129.960007,131.119995,4959000,65.043269
2015-10-30,131.550003,131.619995,130.070007,131.029999,7230800,64.998626
2015-11-02,131.729996,132.0,129.460007,131.190002,6123200,65.077997
2015-11-03,131.240005,131.699997,130.679993,131.399994,5492000,65.182165
2015-11-04,131.389999,131.869995,129.880005,130.360001,5190200,64.666267
2015-11-05,131.179993,132.440002,130.460007,131.860001,5068200,65.410356
2015-11-06,131.600006,132.940002,131.360001,131.779999,4837600,65.37067
2015-11-09,131.25,131.419998,129.270004,130.479996,6181200,64.725792
2015-11-10,130.089996,130.690002,129.529999,130.0,5287400,64.487686
2015-11-11,130.279999,130.589996,127.279999,127.419998,8578000,63.207852
2015-11-12,127.0,128.0,125.410004,125.980003,9388000,62.49353
2015-11-13,125.080002,125.220001,121.150002,121.860001,16371000,60.449765
2015-11-16,121.800003,123.480003,121.339996,123.459999,9146400,61.243458
2015-11-17,123.050003,123.599998,120.419998,122.580002,10581600,60.806928
2015-11-18,123.040001,126.029999,122.660004,125.779999,10597800,62.394315
2015-11-19,126.260002,126.989998,125.379997,125.779999,8557600,62.394315
2015-11-20,132.070007,132.800003,130.479996,132.649994,19064800,65.802239
2015-11-23,132.820007,133.0,131.779999,132.460007,7135600,65.707994
2015-11-24,131.630005,132.979996,131.259995,132.509995,5311600,65.732791
2015-11-25,133.080002,134.550003,133.029999,134.130005,6989000,66.536412
2015-11-27,134.919998,135.300003,133.330002,134.330002,4527800,66.635622
2015-11-30,133.929993,134.190002,131.639999,132.279999,8738800,65.6187
2015-12-01,132.119995,133.419998,131.919998,133.309998,6857000,66.12964
2015-12-02,132.850006,133.220001,132.100006,132.649994,7965600,65.802239
2015-12-03,133.110001,133.360001,129.0,129.119995,10649800,64.051151
2015-12-04,129.800003,132.919998,129.800003,132.330002,7410400,65.643504
2015-12-07,132.75,132.899994,130.610001,131.600006,6190000,65.439627
2015-12-08,130.869995,132.740005,130.429993,131.699997,5605800,65.489349
2015-12-09,130.759995,131.539993,127.739998,128.839996,7442800,64.067181
2015-12-10,128.720001,129.639999,128.009995,128.639999,5682600,63.96773
2015-12-11,127.620003,127.739998,125.669998,126.290001,8276000,62.799166
2015-12-14,126.629997,128.330002,126.120003,127.860001,7991400,63.579866
2015-12-15,129.600006,130.0,128.350006,128.610001,6852400,63.952813
2015-12-16,129.369995,131.199997,128.820007,130.929993,7542200,65.106456
2015-12-17,131.699997,131.850006,130.070007,130.220001,7400800,64.753404
2015-12-18,129.729996,130.529999,128.369995,128.520004,13804600,63.908061
2015-12-21,129.679993,130.309998,128.610001,129.800003,8972600,64.544555
2015-12-22,131.479996,131.850006,129.820007,131.850006,17218400,65.563943
2015-12-23,136.240005,136.389999,127.82,128.710007,57319400,64.002542
2015-12-24,64.550003,64.730003,62.150002,63.18,13890800,62.833974
2015-12-28,63.209999,63.880001,62.799999,63.810001,8786800,63.460525
2015-12-29,64.309998,64.480003,64.019997,64.260002,6708600,63.908061
2015-12-30,64.360001,64.400002,63.169998,63.25,5817900,62.90359
2015-12-31,63.150002,63.169998,62.5,62.5,6454700,62.157698
2016-01-04,61.110001,61.91,60.860001,61.52,11626800,61.183066
2016-01-05,61.720001,62.59,61.720001,62.380001,9220600,62.038356
2016-01-06,61.299999,62.040001,61.150002,61.490002,6551600,61.153231
2016-01-07,60.389999,61.259998,59.779999,59.849998,10881300,59.52221
2016-01-08,60.060001,60.790001,58.66,58.869999,11191300,58.547578
2016-01-11,58.970001,60.040001,58.540001,59.549999,12825000,59.223854
2016-01-12,60.349998,60.82,59.57,59.939999,8292200,59.611717
2016-01-13,60.529999,60.529999,58.669998,58.779999,9944300,58.458071
2016-01-14,59.0,59.349998,57.279999,58.509998,9989000,58.189549
2016-01-15,56.93,58.139999,56.59,57.560001,12208300,57.244755
2016-01-19,58.189999,59.07,57.669998,58.32,9924300,58.000591
2016-01-20,57.25,59.59,56.75,59.040001,16234200,58.716649
2016-01-21,59.080002,61.16,59.060001,60.560001,16121600,60.228324
2016-01-22,61.290001,61.470001,60.59,60.880001,8430100,60.546572
2016-01-25,61.09,61.299999,60.619999,60.700001,10383400,60.367557
2016-01-26,60.490002,61.369999,60.27,61.110001,8005200,60.775311
2016-01-27,60.959999,61.099998,59.200001,59.580002,8593700,59.253692
2016-01-28,60.32,61.599998,59.98,61.200001,10207000,60.864819
2016-01-29,61.200001,62.16,61.200001,62.009998,10475200,61.67038
2016-02-01,61.75,63.470001,61.700001,63.16,8247800,62.814083
2016-02-02,63.02,63.5,62.310001,62.549999,9458500,62.207423
2016-02-03,62.880001,62.900002,61.299999,62.490002,7213500,62.147754
2016-02-04,62.02,62.16,59.990002,60.169998,10455700,59.840457
2016-02-05,59.759998,59.84,56.98,57.169998,14415900,56.856888
2016-02-08,56.099998,56.209999,53.639999,55.040001,21214500,54.738556
2016-02-09,54.5,56.619999,54.279999,55.68,10915700,55.37505
2016-02-10,56.540001,58.18,55.93,57.41,13376800,57.095575
2016-02-11,56.459999,56.91,55.389999,56.0,13090900,55.693297
2016-02-12,57.369999,57.450001,55.5,56.419998,10229500,56.110995
2016-02-16,57.57,58.0,56.82,57.790001,8058000,57.473495
2016-02-17,58.599998,58.599998,57.099998,58.169998,10332700,57.851411
2016-02-18,58.169998,58.959999,57.98,58.599998,9658600,58.279056
2016-02-19,58.5,59.310001,57.630001,59.310001,10080100,58.98517
2016-02-22,59.310001,60.48,59.259998,60.169998,11523400,59.840457
2016-02-23,60.259998,60.740002,59.889999,60.209999,7504600,59.880239
2016-02-24,59.740002,60.700001,59.200001,60.400002,10390800,60.069201
2016-02-25,60.68,62.380001,60.630001,62.380001,8524300,62.038356
2016-02-26,62.639999,63.490002,62.470001,62.599998,8896100,62.257149
2016-02-29,62.459999,62.68,61.580002,61.59,7720600,61.252682
2016-03-01,61.970001,63.099998,61.75,62.919998,7438300,62.575396
2016-03-02,62.52,62.889999,61.5,62.220001,8465800,61.879233
2016-03-03,62.049999,62.200001,60.919998,61.470001,7924400,61.29095
2016-03-04,61.419998,61.540001,60.380001,61.259998,7279400,61.081559
2016-03-07,61.07,61.139999,58.790001,59.25,12829600,59.077415
2016-03-08,59.029999,60.599998,58.709999,59.810001,9307900,59.635786
2016-03-09,59.580002,59.619999,57.950001,58.330002,12766900,58.160097
2016-03-10,58.700001,59.040001,57.970001,58.880001,9402600,58.708494
2016-03-11,59.130001,60.439999,59.130001,60.080002,8834400,59.905
2016-03-14,60.189999,61.330002,60.099998,60.810001,7090500,60.632873
2016-03-15,60.5,61.75,60.360001,61.400002,6188800,61.221154
2016-03-16,61.470001,62.23,61.290001,61.860001,7018300,61.679814
2016-03-17,61.759998,63.380001,61.740002,63.18,9926800,62.995968
2016-03-18,63.549999,63.98,62.849998,62.990002,13192900,62.806523
2016-03-21,63.549999,65.290001,63.400002,64.720001,13635400,64.531484
2016-03-22,64.830002,65.440002,64.169998,64.900002,18212900,64.71096
2016-03-23,61.330002,63.450001,61.150002,62.439999,26987000,62.258122
2016-03-24,62.060001,62.139999,61.119999,61.650002,12231300,61.470426
2016-03-28,61.580002,61.98,61.25,61.34,7899000,61.161328
2016-03-29,61.259998,61.900002,61.25,61.490002,7837800,61.310892
2016-03-30,61.77,62.41,61.77,62.040001,7859300,61.85929
2016-03-31,61.990002,62.639999,61.310001,61.470001,8257800,61.29095
2016-04-01,61.220001,61.82,61.150002,61.59,7555300,61.4106
2016-04-04,61.73,61.849998,59.419998,59.970001,16523400,59.795319
2016-04-05,59.619999,60.169998,59.439999,59.669998,7554000,59.49619
2016-04-06,59.599998,60.68,59.189999,60.310001,10201500,60.134329
2016-04-07,59.790001,60.580002,59.709999,60.299999,7092900,60.124356
2016-04-08,60.490002,60.560001,59.32,59.419998,8761700,59.246918
2016-04-11,59.73,59.779999,57.82,57.919998,12593400,57.751288
2016-04-12,58.0,58.619999,56.889999,58.549999,12471100,58.379454
2016-04-13,59.02,59.950001,58.830002,59.580002,10629100,59.406456
2016-04-14,59.709999,60.34,59.439999,59.490002,7785200,59.316718
2016-04-15,59.02,59.59,58.389999,59.5,7653600,59.326687
2016-04-18,59.380001,60.0,59.380001,59.57,6075900,59.396483
2016-04-19,59.959999,59.990002,59.330002,59.560001,6594400,59.386514
2016-04-20,59.43,60.240002,59.43,59.619999,7177500,59.446337
2016-04-21,60.529999,60.529999,59.709999,60.080002,7156700,59.905
2016-04-22,60.18,60.220001,58.970001,59.43,8294300,59.256891
2016-04-25,59.34,59.419998,58.759998,59.209999,6117700,59.037531
2016-04-26,59.310001,59.970001,59.27,59.540001,5582200,59.366572
2016-04-27,59.630001,59.73,58.630001,59.27,8094600,59.097358
2016-04-28,58.950001,59.889999,58.419998,58.540001,6028600,58.369484
2016-04-29,58.41,59.09,58.099998,58.939999,8178700,58.768317
2016-05-02,59.09,59.75,58.990002,59.59,8647800,59.416425
2016-05-03,59.240002,59.849998,59.029999,59.52,8061300,59.346629
2016-05-04,59.23,59.959999,58.82,59.110001,8062800,58.937824
2016-05-05,58.939999,58.98,58.0,58.189999,7846000,58.020502
2016-05-06,58.16,58.439999,57.380001,58.43,7308000,58.259804
2016-05-09,58.59,59.189999,58.450001,58.720001,5604900,58.54896
2016-05-10,58.610001,59.990002,58.610001,59.200001,7600200,59.027562
2016-05-11,58.5,58.68,56.849998,57.009998,12823000,56.843938
2016-05-12,57.52,58.34,57.310001,57.990002,8083700,57.821087
2016-05-13,57.740002,58.119999,57.279999,57.310001,7392600,57.143068
2016-05-16,57.27,57.529999,56.630001,57.139999,8045900,56.973561
2016-05-17,57.150002,57.380001,56.650002,57.099998,7620700,56.933676
2016-05-18,56.759998,56.869999,55.669998,56.119999,11532800,55.956532
2016-05-19,55.82,57.299999,55.669998,57.040001,9376500,56.873854
2016-05-20,55.880001,57.060001,55.41,56.48,13745300,56.315484
2016-05-23,56.599998,56.970001,55.950001,55.990002,7780700,55.826913
2016-05-24,56.049999,56.77,55.860001,56.59,11098700,56.425164
2016-05-25,56.470001,56.689999,55.77,55.990002,9921500,55.826913
2016-05-26,56.049999,56.360001,55.599998,55.84,9063100,55.677348
2016-05-27,56.169998,56.529999,55.98,56.189999,8525900,56.026327
2016-05-31,56.41,56.470001,55.169998,55.220001,14233600,55.059155
2016-06-01,53.330002,55.040001,52.919998,54.93,28409300,54.769999
2016-06-02,54.220001,54.669998,54.220001,54.529999,13901700,54.529999
2016-06-03,54.290001,54.57,53.400002,53.450001,17217300,53.450001
